pre;ACD_avg;ACD_max;ACD_sum;FOUT_avg;FOUT_max;FOUT_sum;MLOC_avg;MLOC_max;MLOC_sum;NBD_avg;NBD_max;NBD_sum;NOCU;NOF_avg;NOF_max;NOF_sum;NOI_avg;NOI_max;NOI_sum;NOM_avg;NOM_max;NOM_sum;NOT_avg;NOT_max;NOT_sum;NSF_avg;NSF_max;NSF_sum;NSM_avg;NSM_max;NSM_sum;PAR_avg;PAR_max;PAR_sum;TLOC_avg;TLOC_max;TLOC_sum;VG_avg;VG_max;VG_sum;post
9;0.285714286;2;2;2.851851852;28;77;6.296296296;58;170;1.592592593;6;43;7;0;0;0;0.428571429;1;3;1.285714286;3;9;0.571428571;1;4;0.571428571;3;4;2.571428571;12;18;1.703703704;5;46;39.57142857;173;277;1.962962963;7;53;1
0;0;0;0;3.2;6;16;9.8;24;49;2;3;10;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;5;5;5;0.4;1;2;69;69;69;3.4;7;17;0
0;0.6;2;3;2.107142857;18;59;6.178571429;29;173;1.321428571;3;37;5;3.2;8;16;0.2;1;1;4.2;7;21;0.8;1;4;0.8;2;4;0.6;2;3;0.821428571;3;23;55.8;88;279;2.392857143;13;67;0
2;0;0;0;1.814814815;8;49;3.37037037;13;91;1.111111111;4;30;7;1.142857143;5;8;0.428571429;1;3;3.714285714;7;26;0.571428571;1;4;1.428571429;3;10;0.142857143;1;1;0.481481481;2;13;29.71428571;63;208;1.333333333;4;36;0
16;0.388888889;6;7;4.542056075;61;486;8.906542056;118;953;1.700934579;5;182;18;0.807692308;8;21;0;0;0;3.769230769;15;98;1;1;18;1.192307692;7;31;0.153846154;4;4;0.747663551;3;80;85.77777778;494;1544;2.794392523;16;299;1
7;0;0;0;2.295081967;21;280;8.204918033;56;1001;1.827868852;9;223;12;4.285714286;13;60;0.083333333;1;1;6.928571429;27;97;0.916666667;1;11;1.071428571;6;15;1.785714286;9;25;1.598360656;5;195;118.5833333;384;1423;2.901639344;21;354;0
4;0.105263158;1;2;2.465116279;22;318;5.240310078;57;676;1.333333333;4;172;19;1.909090909;12;42;0;0;0;5.045454545;25;111;1;1;19;1.727272727;20;38;0.818181818;6;18;1.15503876;9;149;63.21052632;251;1201;2.186046512;23;282;1
44;1.258064516;12;39;4.01497006;77;1341;5.685628743;93;1899;1.446107784;6;483;31;2.638888889;22;95;0.032258065;1;1;8.388888889;57;302;0.967741935;1;30;0.25;4;9;0.055555556;1;2;0.778443114;6;260;101.1935484;899;3137;1.832335329;13;612;1
104;1.891891892;13;70;3.656074766;62;1956;7.014953271;98;3753;1.489719626;7;797;37;3.531914894;25;166;0.108108108;1;4;10.68085106;50;502;0.891891892;1;33;0.829787234;11;39;0.659574468;14;31;0.753271028;4;403;151.2972973;1464;5598;2.265420561;37;1212;1
15;0.242424242;3;8;3.22327791;46;1357;6.270783848;79;2640;1.401425178;6;590;33;3.131578947;12;119;0.151515152;1;5;10.81578947;40;411;0.848484848;1;28;3.789473684;25;144;0.184210526;4;7;0.657957245;4;277;126.3030303;755;4168;2.163895487;24;911;1
1;2;2;2;3;6;15;5;11;25;1.6;3;8;1;4;4;4;0;0;0;5;5;5;1;1;1;0;0;0;0;0;0;0.6;2;3;48;48;48;1.2;2;6;0
22;0.913043478;12;21;4.459854015;67;1222;6.430656934;81;1762;1.375912409;6;377;23;4.538461538;32;118;0.260869565;1;6;9.5;52;247;0.739130435;1;17;1.230769231;24;32;0.692307692;9;18;0.799270073;8;219;120.9130435;1045;2781;2.047445255;26;561;1
6;0;0;0;1.936842105;16;184;4.305263158;20;409;1.284210526;4;122;8;0.888888889;6;8;0;0;0;4.555555556;15;41;1;1;8;1;3;9;6;36;54;1.515789474;5;144;87.25;319;698;2.663157895;11;253;0
3;0;0;0;0;0;0;0.45;2;9;0;0;0;3;0;0;0;1;1;3;6.666666667;10;20;0;0;0;0.333333333;1;1;0;0;0;0.65;2;13;14;21;42;0;0;0;0
2;0;0;0;1.301587302;12;82;7.238095238;153;456;1.174603175;4;74;11;1.090909091;5;12;0.090909091;1;1;3.272727273;11;36;0.909090909;1;10;14.18181818;95;156;2.454545455;10;27;0.777777778;2;49;82.09090909;284;903;2.936507937;51;185;0
1;0;0;0;1.366666667;8;82;2.933333333;17;176;1.216666667;4;73;9;0.333333333;2;3;0.222222222;1;2;6.555555556;11;59;0.777777778;1;7;0.111111111;1;1;0.111111111;1;1;0.966666667;3;58;41.44444444;113;373;1.366666667;5;82;1
18;0.459459459;3;17;2.349462366;32;874;4.206989247;39;1565;1.255376344;4;467;37;2.037735849;28;108;0.243243243;1;9;6.867924528;33;364;0.756756757;1;28;0.132075472;3;7;0.075471698;2;4;0.682795699;4;254;74.54054054;493;2758;1.655913978;10;616;1
6;3;3;3;1.910714286;10;107;3.982142857;29;223;1.303571429;4;73;1;3.5;4;7;0;0;0;27.5;36;55;1;1;1;0.5;1;1;0.5;1;1;0.946428571;3;53;332;332;332;1.410714286;7;79;1
20;0.444444444;4;4;0.408450704;7;29;0.845070423;10;60;0.422535211;3;30;9;0.333333333;2;3;0.444444444;1;4;6.777777778;19;61;0.555555556;1;5;2.777777778;10;25;0.666666667;6;6;0.901408451;3;64;27.66666667;90;249;0.492957746;7;35;1
13;0.875;5;7;2.048780488;18;84;4.219512195;45;173;0.804878049;5;33;8;0.5;3;4;0.625;1;5;5;11;40;0.375;1;3;1;7;8;0.125;1;1;1.317073171;3;54;40.875;159;327;1.097560976;8;45;1
0;0;0;0;0.333333333;1;2;0.666666667;2;4;0.833333333;1;5;2;0.5;1;1;0.5;1;1;3;5;6;0.5;1;1;0;0;0;0;0;0;0.333333333;1;2;11.5;19;23;0.833333333;1;5;0
1;0;0;0;0.333333333;5;7;0.952380952;14;20;0.19047619;2;4;5;0.2;1;1;0.8;1;4;4.2;11;21;0.2;1;1;0.4;2;2;0;0;0;0.666666667;3;14;15.4;35;77;0.428571429;7;9;0
0;0;0;0;3.318181818;21;73;7.227272727;39;159;1.636363636;6;36;5;0;0;0;0;0;0;3.2;7;16;1;1;5;1.8;6;9;1.2;6;6;1.272727273;3;28;52.2;144;261;2.727272727;14;60;0
0;1.3;5;13;5.746835443;68;454;8.772151899;91;693;1.493670886;5;118;10;3.1;9;31;0.1;1;1;7;20;70;0.9;1;9;1.8;15;18;0.9;5;9;1.341772152;4;106;99.7;214;997;2.240506329;22;177;0
8;0;0;0;1.333333333;31;332;2.357429719;71;587;0.678714859;6;169;27;0.9;11;27;0.851851852;1;23;7.766666667;37;233;0.148148148;1;4;1.633333333;18;49;0.533333333;16;16;0.81124498;4;202;44.44444444;492;1200;0.955823293;20;238;1
8;0.125;5;5;0.889473684;16;169;1.678947368;27;319;0.578947368;6;110;40;0.292682927;8;12;0.9;1;36;4.634146341;20;190;0.1;1;4;0.341463415;6;14;0;0;0;0.531578947;4;101;20.25;206;810;0.621052632;8;118;1
2;0;0;0;1.922222222;21;173;3.366666667;34;303;1.033333333;7;93;10;0.909090909;7;10;0.8;1;8;8.181818182;40;90;0.2;1;2;0.909090909;8;10;0;0;0;0.7;2;63;54;405;540;1.388888889;13;125;1
4;0;0;0;2.298850575;20;200;3.827586207;42;333;1.471264368;7;128;12;1;3;12;0;0;0;7.25;11;87;1;1;12;0.666666667;1;8;0;0;0;0.482758621;2;42;55.25;136;663;1.804597701;15;157;1
16;0.5;4;10;4.305851064;43;1619;7.103723404;78;2671;1.848404255;7;695;20;3.303030303;17;109;0;0;0;11.24242424;77;371;1;1;20;0.818181818;10;27;0.151515152;2;5;0.734042553;4;276;199.05;1089;3981;2.406914894;16;905;1
3;0;0;0;2.897435897;24;339;6.709401709;52;785;1.316239316;9;154;16;1.388888889;9;25;0.6875;1;11;6.333333333;33;114;0.3125;1;5;1.277777778;14;23;0.166666667;3;3;0.829059829;3;97;72.1875;736;1155;2.008547009;13;235;1
0;0;0;0;2.52173913;9;58;4.347826087;20;100;1.826086957;5;42;5;0.666666667;2;4;0;0;0;3.166666667;7;19;1;1;5;0.666666667;2;4;0.666666667;3;4;0.739130435;2;17;40.4;82;202;1.913043478;6;44;0
0;0;0;0;8.045454545;17;177;10.09090909;26;222;2.409090909;4;53;8;0.25;2;2;0;0;0;2.75;8;22;1;1;8;0;0;0;0;0;0;0.818181818;2;18;46.375;87;371;3.090909091;12;68;0
3;0;0;0;1.884615385;6;49;4.423076923;12;115;1.5;3;39;4;1.25;3;5;0.25;1;1;3.5;8;14;0.75;1;3;14.25;51;57;3;8;12;0.884615385;3;23;76.25;122;305;2.038461538;6;53;0
21;3.5;28;35;6.708074534;84;1080;10.91304348;116;1757;1.577639752;6;254;10;9.5;31;95;0;0;0;15.5;44;155;1;1;10;3.1;17;31;0.6;6;6;0.732919255;4;118;232.5;886;2325;2.714285714;31;437;1
4;0.555555556;10;10;4.510204082;29;442;7.867346939;58;771;1.357142857;7;133;18;2.1;13;42;0.055555556;1;1;4.9;23;98;0.944444444;1;17;3.6;15;72;0;0;0;0.693877551;3;68;67.38888889;394;1213;2.56122449;20;251;0
0;0;0;0;1.8;6;18;3;8;30;1;2;10;2;1;2;2;0.5;1;1;5;8;10;0.5;1;1;0;0;0;0;0;0;0.8;2;8;32;58;64;1.3;3;13;0
4;0;0;0;3.693877551;23;181;8.265306122;46;405;1.693877551;6;83;9;2.1;10;21;0.222222222;1;2;4.5;11;45;0.777777778;1;7;0.4;2;4;0.4;3;4;1.428571429;6;70;71;164;639;3.020408163;19;148;1
8;0.861111111;10;31;5.087912088;81;1852;7.381868132;97;2687;1.516483516;6;552;36;2.707317073;20;111;0.027777778;1;1;7.87804878;42;323;0.972222222;1;35;2.365853659;27;97;1;15;41;0.747252747;9;272;116.9722222;540;4211;2.502747253;24;911;1
28;0.862068966;8;25;5.334405145;36;1659;7.987138264;56;2484;1.588424437;6;494;29;2.972222222;14;107;0;0;0;8.5;39;306;1;1;29;0.944444444;6;34;0.111111111;3;4;1.057877814;6;329;138.9310345;677;4029;2.546623794;20;792;1
2;0.416666667;2;5;3.189655172;17;370;5.836206897;35;677;1.431034483;4;166;12;3.833333333;13;46;0;0;0;8.416666667;22;101;1;1;12;1;5;12;1.25;7;15;1.284482759;6;149;96.16666667;221;1154;2.017241379;13;234;0
2;0;0;0;0.506666667;12;38;0.693333333;12;52;0.333333333;4;25;19;0;0;0;0.842105263;1;16;2.947368421;8;56;0.157894737;1;3;1.526315789;12;29;1;12;19;0.88;9;66;14.78947368;63;281;0.346666667;5;26;0
25;1.375;11;11;3.140625;25;402;5.265625;35;674;1.390625;4;178;8;3.6;25;36;0.375;1;3;12.5;75;125;0.625;1;5;1;4;10;0.3;3;3;0.8125;4;104;130.625;758;1045;1.71875;7;220;1
21;0.307692308;2;4;3.734375;24;478;5.4296875;35;695;1.4296875;5;183;13;2.222222222;10;40;0;0;0;6.888888889;27;124;1;1;13;0.5;3;9;0.222222222;2;4;0.7578125;5;97;90.15384615;340;1172;1.828125;10;234;0
3;0;0;0;2.882352941;9;98;5.705882353;21;194;1.382352941;4;47;11;1.090909091;2;12;0.090909091;1;1;3.090909091;14;34;0.909090909;1;10;0;0;0;0;0;0;0.823529412;4;28;31.36363636;168;345;2.352941176;9;80;0
12;0.875;3;7;4.360465116;19;375;7.61627907;28;655;2;6;172;8;2.222222222;4;20;0;0;0;8.111111111;26;73;1;1;8;0.666666667;5;6;1;5;9;1.11627907;4;96;126.375;292;1011;2.639534884;8;227;1
22;0.71875;8;23;2.890566038;87;1532;5.539622642;137;2936;1.332075472;8;706;32;2.567567568;16;95;0.3125;1;10;13.62162162;42;504;0.6875;1;22;1.162162162;13;43;0.567567568;17;21;0.750943396;4;398;133.5625;743;4274;2.183018868;50;1157;1
21;0.421052632;2;8;2.476973684;31;753;5.101973684;51;1551;1.121710526;5;341;19;7.571428571;57;159;0.315789474;1;6;12.95238095;31;272;0.684210526;1;13;1.761904762;11;37;1.380952381;13;29;1.108552632;9;337;135.9473684;351;2583;1.625;20;494;1
3;1.5;5;6;2;14;56;6.642857143;43;186;1.571428571;6;44;4;1.833333333;5;11;0.5;1;2;3.333333333;11;20;0.5;1;2;0.5;3;3;1.333333333;8;8;1.25;4;35;72.25;155;289;2.428571429;13;68;1
12;1.4;13;42;2.581213307;37;1319;4.782778865;74;2444;1.225048924;5;626;30;3.34375;15;107;0.166666667;1;5;15.0625;54;482;0.833333333;1;25;1.21875;8;39;0.90625;27;29;0.988258317;7;505;130.3333333;730;3910;1.555772994;19;795;1
12;0.307692308;2;4;2.579268293;17;423;5.512195122;67;904;1.493902439;7;245;13;1.466666667;5;22;0;0;0;6.2;27;93;1;1;13;1.266666667;11;19;4.6;38;69;0.920731707;4;151;108.3076923;381;1408;2.134146341;28;350;1
7;1.076923077;6;14;1.625;30;169;5.644230769;170;587;1.461538462;6;152;13;1.214285714;4;17;0.307692308;1;4;4.214285714;14;59;0.692307692;1;9;1.214285714;9;17;3.214285714;29;45;1.038461538;4;108;70.30769231;276;914;1.798076923;6;187;1
8;0.666666667;8;46;2.083219645;43;1527;4.574351978;97;3353;1.324693042;6;971;69;1.551282051;11;121;0.449275362;1;31;9.358974359;78;730;0.550724638;1;38;0.448717949;9;35;0.025641026;2;2;0.982264666;4;720;77.76811594;859;5366;1.814461119;31;1330;1
9;1;2;3;2.564102564;40;200;5.91025641;89;461;1.576923077;5;123;3;2.571428571;10;18;0;0;0;10.28571429;31;72;1;1;3;0.857142857;4;6;0.857142857;6;6;0.551282051;4;43;235;348;705;2.551282051;29;199;1
6;0.5;4;5;2.066666667;16;372;3.872222222;26;697;1.033333333;3;186;10;4.727272727;24;52;0.5;1;5;16.18181818;53;178;0.5;1;5;0.272727273;2;3;0.090909091;1;1;0.633333333;4;114;118.5;650;1185;1.516666667;7;273;1
0;0;0;0;0.65;5;13;2.95;17;59;0.55;3;11;14;0.142857143;2;2;0.928571429;1;13;1.428571429;6;20;0.071428571;1;1;1.5;12;21;0;0;0;1.25;4;25;12.71428571;83;178;1.05;6;21;0
12;1.212121212;10;40;5.492401216;38;1807;9.811550152;74;3228;1.881458967;7;619;33;2.195121951;19;90;0;0;0;7.756097561;35;318;1;1;33;1.024390244;6;42;0.146341463;2;6;0.911854103;3;300;141.1212121;835;4657;2.814589666;14;926;1
3;3.25;17;65;6.269592476;34;2000;10.38244514;89;3312;1.689655172;6;539;20;5.869565217;16;135;0;0;0;13.73913043;37;316;1;1;20;1.565217391;7;36;0.043478261;1;1;0.677115987;4;216;228.6;598;4572;2.467084639;21;787;1
2;4;15;16;3.636363636;16;120;7.727272727;40;255;1.96969697;8;65;4;0;0;0;0.5;1;2;0.5;1;3;0.5;1;2;11.5;43;69;2.5;15;15;1.484848485;4;49;118;246;472;2.454545455;8;81;1
38;0.964285714;10;27;7.349775785;229;1639;12.1838565;177;2717;1.757847534;6;392;28;4.4;80;132;0.107142857;1;3;6.366666667;28;191;0.892857143;1;25;11.03333333;162;331;1.066666667;5;32;0.905829596;6;202;146.1785714;888;4093;3.116591928;23;695;1
3;0.111111111;1;1;4.543859649;31;259;7.614035088;44;434;1.49122807;3;85;9;1.7;5;17;0;0;0;5.5;12;55;1;1;9;1;8;10;0.1;1;1;0.754385965;3;43;79.77777778;214;718;2.49122807;8;142;1
22;1.462962963;11;79;5.459234609;80;3281;9.181364393;178;5518;1.560732113;9;938;54;3.736111111;20;269;0.018518519;1;1;8.222222222;52;592;0.981481481;1;53;1.208333333;26;87;0.069444444;1;5;0.885191348;8;532;149.6851852;652;8083;2.254575707;19;1355;1
2;1.75;6;14;4.884615385;79;635;8.092307692;106;1052;1.661538462;6;216;8;4.818181818;15;53;0;0;0;11.54545455;43;127;1;1;8;1.636363636;9;18;0.090909091;1;1;1.2;9;156;189;478;1512;2.461538462;19;320;1
2;0;0;0;3.307692308;31;215;7.676923077;48;499;1.584615385;5;103;15;1;8;15;0;0;0;4.266666667;11;64;1;1;15;0.466666667;3;7;0.066666667;1;1;1.169230769;4;76;53.86666667;196;808;2.876923077;19;187;0
0;0.090909091;1;1;3.257731959;15;316;6.835051546;38;663;1.701030928;7;165;11;2.692307692;8;35;0;0;0;7.384615385;24;96;1;1;11;2.846153846;9;37;0;0;0;0.886597938;4;86;95.90909091;251;1055;2.494845361;10;242;1
1;1;1;2;1.166666667;5;14;1.333333333;6;16;1.166666667;2;14;2;1.5;2;3;0;0;0;6;7;12;1;1;2;0;0;0;0;0;0;0.75;2;9;32;35;64;1;1;12;0
0;1;1;1;7;22;35;20.8;58;104;2.8;4;14;1;1;1;1;0;0;0;5;5;5;1;1;1;0;0;0;0;0;0;1;3;5;129;129;129;6.6;16;33;1
0;0.6;3;3;2.35;16;94;4.8;29;192;1.55;5;62;5;1;2;5;0;0;0;6.8;14;34;1;1;5;1.6;3;8;0.8;2;4;0.65;2;26;65.6;84;328;1.95;6;78;1
2;1;8;15;5.206896552;48;604;8.327586207;50;966;1.594827586;5;185;15;2.411764706;21;41;0.066666667;1;1;6.058823529;25;103;0.933333333;1;14;2.176470588;15;37;0.764705882;9;13;0.724137931;4;84;101.5333333;499;1523;2.362068966;13;274;0
1;0.166666667;1;2;2.727272727;11;210;3.922077922;29;302;1.402597403;4;108;12;1.25;4;15;0.166666667;1;2;6.083333333;15;73;0.833333333;1;10;1.416666667;5;17;0.25;2;3;0.662337662;2;51;47.08333333;133;565;1.636363636;7;126;0
0;0;0;0;3.5;4;7;12.5;15;25;3;4;6;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;2;2;2;2;3;4;39;39;39;4.5;5;9;0
26;0.764705882;6;52;3.6718529;57;2596;6.127298444;86;4332;1.490806223;6;1054;68;3.012987013;18;232;0.117647059;1;8;8.649350649;42;666;0.882352941;1;60;1.584415584;17;122;0.363636364;7;28;0.722772277;8;511;103;540;7004;2.032531825;20;1437;1
5;0.53125;11;17;5.211618257;36;1256;8.634854772;56;2081;1.651452282;8;398;32;2.424242424;14;80;0.0625;1;2;6.848484848;60;226;0.9375;1;30;1.363636364;13;45;0.272727273;3;9;0.867219917;5;209;96.90625;847;3101;2.755186722;24;664;1
1;0;0;0;3.15;21;63;6.95;28;139;1.65;4;33;4;0.5;2;2;0.25;1;1;4.25;12;17;0.75;1;3;6.75;18;27;0.75;2;3;0.85;2;17;77.25;211;309;2.75;10;55;0
1;1.153846154;14;30;5.808219178;118;1696;9.702054795;120;2833;1.732876712;6;506;26;3.323529412;41;113;0.115384615;1;3;7.264705882;51;247;0.884615385;1;23;2.735294118;25;93;1;28;34;0.832191781;5;243;155.6538462;1178;4047;2.794520548;26;816;1
2;0.586206897;11;17;5.23796034;37;1849;8.382436261;61;2959;1.535410765;5;542;29;3.448275862;12;100;0.068965517;1;2;12;40;348;0.931034483;1;27;2.448275862;9;71;0.103448276;2;3;0.824362606;5;291;147.2413793;576;4270;2.320113314;13;819;1
2;0.4;1;2;5.971428571;40;209;10.34285714;74;362;1.685714286;4;59;5;1.6;4;8;0;0;0;5.4;10;27;1;1;5;1;3;5;1.6;5;8;0.771428571;3;27;112.6;347;563;2.657142857;18;93;0
3;1.333333333;4;4;3.848484848;23;127;8.090909091;50;267;1.484848485;6;49;3;1.2;3;6;0;0;0;3.8;7;19;1;1;3;3.6;9;18;2.8;13;14;0.636363636;2;21;145.3333333;162;436;2.757575758;15;91;1
1;5;5;5;9.8;43;98;13.6;85;136;1.1;2;11;1;9;9;9;0;0;0;10;10;10;1;1;1;0;0;0;0;0;0;0.7;2;7;180;180;180;1.8;3;18;0
0;0.111111111;1;1;0.821428571;20;23;1.821428571;28;51;0.642857143;4;18;9;0.555555556;3;5;0.444444444;1;4;3;6;27;0.555555556;1;5;0.666666667;6;6;0.111111111;1;1;0.678571429;3;19;16.33333333;61;147;0.714285714;5;20;0
0;0.5;2;2;4.461538462;36;174;6.871794872;36;268;1.769230769;4;69;4;2.4;4;12;0.25;1;1;6.2;11;31;0.75;1;3;18;82;90;1.6;5;8;0.794871795;3;31;121.5;204;486;1.897435897;4;74;0
0;0.666666667;3;4;2.43902439;12;100;3.731707317;16;153;1.512195122;4;62;6;0.666666667;2;4;0;0;0;6.666666667;15;40;1;1;6;0.333333333;2;2;0;0;0;1.024390244;4;42;50.16666667;144;301;1.682926829;6;69;0
0;0;0;0;5.547008547;71;649;8.35042735;86;977;1.675213675;6;196;15;2.125;6;34;0.266666667;1;4;7.3125;22;117;0.733333333;1;11;2.8125;44;45;0;0;0;0.905982906;6;106;90.93333333;658;1364;2.854700855;17;334;0
0;2.5;3;5;4.517241379;30;131;7.344827586;45;213;1.448275862;3;42;2;2.666666667;6;8;0;0;0;9.666666667;19;29;1;1;2;3;7;9;0;0;0;0.75862069;3;22;160.5;228;321;1.896551724;5;55;0
0;0.285714286;1;2;2.43902439;14;200;5.073170732;27;416;1.451219512;4;119;7;2.875;6;23;0;0;0;10.125;24;81;1;1;7;2.25;16;18;0.125;1;1;0.914634146;3;75;95.71428571;301;670;1.951219512;7;160;0
0;0.928571429;7;13;6.160493827;123;998;9.25308642;132;1499;1.851851852;8;300;14;6.214285714;25;87;0;0;0;11.57142857;35;162;1;1;14;0.285714286;2;4;0;0;0;0.691358025;5;112;146.3571429;645;2049;2.864197531;31;464;0
4;5.75;11;23;4.271186441;30;504;5.457627119;30;644;1.440677966;4;170;4;8.75;17;35;0;0;0;22.75;47;91;1;1;4;0.5;1;2;0.5;2;2;0.957627119;4;113;266.25;550;1065;2.042372881;8;241;0
0;0;0;0;1.689655172;15;49;4.655172414;27;135;1.310344828;3;38;3;0.333333333;1;1;0;0;0;1.333333333;4;4;1;1;3;7;18;21;8.333333333;20;25;0.379310345;2;11;79.66666667;173;239;1.448275862;4;42;0
1;2;10;14;5.536423841;77;836;13.06622517;168;1973;1.814569536;5;274;7;11.85714286;41;83;0.142857143;1;1;20.71428571;72;145;0.857142857;1;6;2.142857143;6;15;0.571428571;2;4;0.887417219;4;134;345;1498;2415;4.092715232;40;618;0
0;0;0;0;0.28;3;7;0.68;14;17;0.2;2;5;8;0;0;0;0.875;1;7;2.75;12;22;0.125;1;1;0.625;2;5;0.375;3;3;1;3;25;9.375;25;75;0.2;2;5;0
0;0;0;0;3.869565217;29;89;6;30;138;1.565217391;4;36;4;1.5;3;6;0.25;1;1;3.25;6;13;0.75;1;3;2.5;8;10;2.5;5;10;0.739130435;3;17;57.25;103;229;2.347826087;8;54;0
1;0;0;0;3.101694915;14;183;5.305084746;30;313;1.474576271;4;87;11;2.090909091;5;23;0.090909091;1;1;5.363636364;10;59;0.909090909;1;10;1.090909091;9;12;0;0;0;1;4;59;48.27272727;133;531;2;9;118;1
0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;1;5;1;4;5;0;0;0;0;0;0;0;0;0;0.4;1;2;4.8;9;24;0;0;0;0
0;0;0;0;4.588235294;17;78;10.41176471;30;177;2.117647059;6;36;2;3;6;6;0;0;0;7.5;13;15;1;1;2;2;3;4;1;1;2;0.235294118;1;4;122.5;222;245;4;9;68;1
0;0;0;0;3.564356436;17;360;6.495049505;35;656;1.594059406;5;161;12;2.857142857;10;40;0.083333333;1;1;6.857142857;17;96;0.916666667;1;11;0.285714286;2;4;0.357142857;4;5;0.910891089;5;92;82.41666667;161;989;2.524752475;10;255;1
0;0.333333333;1;1;3.55;12;71;8.95;29;179;2;5;40;3;0.333333333;1;1;0;0;0;1.666666667;5;5;1;1;3;2;6;6;4.666666667;10;14;1.55;4;31;85.33333333;184;256;2.7;8;54;0
0;2;2;2;9.543478261;44;439;18.73913043;88;862;2.456521739;4;113;1;21;21;21;0;0;0;41;41;41;1;1;1;55;55;55;4;4;4;1.130434783;4;52;1041;1041;1041;6.173913043;28;284;0
0;0;0;0;1.25;4;10;2.375;6;19;1;1;8;1;4;4;4;0;0;0;8;8;8;1;1;1;1;1;1;0;0;0;0.875;2;7;50;50;50;1.375;2;11;0
0;3;3;3;9.75;19;39;22.75;48;91;4;8;16;1;0;0;0;0;0;0;4;4;4;1;1;1;5;5;5;0;0;0;0.5;1;2;120;120;120;5.25;10;21;0
7;0.5;1;1;2.714285714;14;19;4.428571429;15;31;1.142857143;2;8;2;0;0;0;0;0;0;3;5;6;1;1;2;0.5;1;1;0.5;1;1;0.285714286;1;2;30.5;38;61;1;1;7;1
0;0;0;0;2.462882096;23;564;5.873362445;67;1345;1.445414847;5;331;17;1.294117647;4;22;0.117647059;1;2;12.47058824;49;212;0.882352941;1;15;0.823529412;6;14;1;8;17;1.200873362;4;275;112.2941176;535;1909;2.152838428;22;493;0
10;0.222222222;2;4;3.353413655;40;835;6.646586345;86;1655;1.413654618;5;352;18;4.636363636;16;102;0.055555556;1;1;10.04545455;39;221;0.944444444;1;17;1.409090909;12;31;1.227272727;18;27;1.02811245;6;256;134.9444444;598;2429;2.702811245;26;673;1
0;0;0;0;2.493877551;40;1222;4.651020408;56;2279;1.285714286;5;630;39;2.769230769;14;108;0.051282051;1;2;11.74358974;57;458;0.948717949;1;37;3.871794872;39;151;0.820512821;5;32;0.944897959;6;463;93.84615385;608;3660;1.612244898;9;790;0
8;0.136363636;3;3;5.567669173;60;1481;8.184210526;66;2177;1.54887218;7;412;22;2.869565217;10;66;0.136363636;1;3;10.47826087;36;241;0.863636364;1;19;1.173913043;9;27;1.086956522;20;25;1.439849624;7;383;134.5454545;624;2960;2.902255639;23;772;1
0;0.444444444;4;4;3.827956989;21;356;6.440860215;25;599;1.677419355;4;156;9;1.555555556;5;14;0.111111111;1;1;10.22222222;24;92;0.888888889;1;8;0.777777778;6;7;0.111111111;1;1;1.161290323;5;108;96.88888889;284;872;2.172043011;10;202;0
5;0;0;0;6.5;24;260;9.95;39;398;1.9;5;76;5;3.2;6;16;0;0;0;8;16;40;1;1;5;1.2;3;6;0;0;0;0.875;2;35;109;281;545;3.825;14;153;1
49;0.350649351;6;27;5.946771379;78;6815;8.545375218;99;9793;1.611692845;8;1847;77;2.581395349;32;222;0.051948052;1;4;12.95348837;103;1114;0.948051948;1;73;2.26744186;36;195;0.372093023;5;32;1.19982548;6;1375;171.2857143;1449;13189;2.808027923;28;3218;1
2;0;0;0;1.424418605;12;245;4.773255814;35;821;1.348837209;4;232;13;1.8125;5;29;0;0;0;8.875;27;142;1;1;13;5;46;80;1.875;10;30;0.622093023;3;107;105.2307692;313;1368;2.145348837;11;369;1
0;0.176470588;1;3;2.720338983;14;321;6.203389831;36;732;1.601694915;5;189;17;1.833333333;5;33;0.411764706;1;7;6.333333333;47;114;0.588235294;1;10;0.555555556;3;10;0.222222222;2;4;1.279661017;6;151;64.64705882;452;1099;2.322033898;13;274;0
13;0;0;0;0.076294278;10;28;0.239782016;19;88;0.081743869;2;30;40;0.268292683;7;11;0.875;1;35;8.853658537;53;363;0.125;1;5;3.414634146;39;140;0.097560976;4;4;1.008174387;4;370;19.65;74;786;0.100817439;3;37;1
0;0;0;0;3.913043478;19;90;5.52173913;19;127;1.347826087;3;31;4;2.25;4;9;0;0;0;4.5;9;18;1;1;4;2;3;8;1.25;5;5;0.869565217;3;20;56.75;88;227;2.782608696;10;64;1
0;0;0;0;0;0;0;0.333333333;1;2;0.333333333;1;2;3;0;0;0;0.666666667;1;2;2;3;6;0.333333333;1;1;0;0;0;0;0;0;1.333333333;2;8;7.666666667;12;23;0.333333333;1;2;0
1;0;0;0;0.65;11;26;0.95;14;38;0.4;1;16;4;0.5;1;2;0.5;1;2;10;18;40;0.5;1;2;0.25;1;1;0;0;0;2.125;5;85;30.5;64;122;0.675;8;27;1
41;0.101694915;5;6;1.668759812;101;1063;4.90266876;160;3123;0.742543171;7;473;59;1.666666667;22;100;0.694915254;1;41;7.55;46;453;0.305084746;1;18;4.566666667;131;274;2.833333333;56;170;1.686028257;13;1074;78.44067797;1030;4628;1.392464678;42;887;1
