pre;ACD_avg;ACD_max;ACD_sum;FOUT_avg;FOUT_max;FOUT_sum;MLOC_avg;MLOC_max;MLOC_sum;NBD_avg;NBD_max;NBD_sum;NOCU;NOF_avg;NOF_max;NOF_sum;NOI_avg;NOI_max;NOI_sum;NOM_avg;NOM_max;NOM_sum;NOT_avg;NOT_max;NOT_sum;NSF_avg;NSF_max;NSF_sum;NSM_avg;NSM_max;NSM_sum;PAR_avg;PAR_max;PAR_sum;TLOC_avg;TLOC_max;TLOC_sum;VG_avg;VG_max;VG_sum;post;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0.777777778;5;7;4.753424658;34;347;10.16438356;60;742;1.630136986;6;119;9;2.071428571;9;29;0.222222222;1;2;4.857142857;24;68;0.777777778;1;7;3.642857143;29;51;0.357142857;3;5;0.616438356;3;45;115.7777778;306;1042;2.767123288;17;202;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0.333333333;1;2;3.055555556;12;165;5.185185185;28;280;1.407407407;4;76;6;1.5;5;9;0;0;0;5.333333333;10;32;1;1;6;14.33333333;76;86;3.666666667;15;22;0.740740741;3;40;96.33333333;250;578;1.648148148;5;89;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1.72;14;43;6.271604938;94;1524;10.63786008;190;2585;1.687242798;6;410;25;3.566666667;26;107;0.04;1;1;7.166666667;35;215;0.96;1;24;4.466666667;35;134;0.933333333;26;28;0.888888889;4;216;151.28;827;3782;2.201646091;22;535;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;0.148148148;2;4;1.546184739;21;385;3.136546185;41;781;1.285140562;5;320;27;1.392857143;5;39;0.222222222;1;6;8.214285714;43;230;0.777777778;1;21;0.464285714;4;13;0.678571429;15;19;0.722891566;4;180;57.88888889;224;1563;1.43373494;8;357;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0.326923077;4;17;0.903846154;3;47;0.826923077;1;43;14;0.285714286;4;4;0.071428571;1;1;3.714285714;20;52;0.928571429;1;13;0;0;0;0;0;0;0.711538462;2;37;16.5;73;231;0.826923077;1;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.946428571;25;165;7.035714286;73;394;1.392857143;4;78;9;2.666666667;7;24;0;0;0;5.444444444;14;49;1;1;9;0.888888889;4;8;0.777777778;5;7;1.071428571;5;60;68.55555556;147;617;2.857142857;15;160;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0.5;1;1;5;25;70;7.928571429;49;111;1.5;4;21;2;0;0;0;0;0;0;3;6;6;1;1;2;10;17;20;4;6;8;0.714285714;2;10;100;137;200;1.428571429;3;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1;2;3;4.166666667;14;75;7.555555556;27;136;1.555555556;4;28;3;2.333333333;4;7;0;0;0;6;7;18;1;1;3;2.333333333;4;7;0;0;0;0.444444444;2;8;75.66666667;84;227;1.833333333;4;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1.117647059;7;19;3.01010101;24;596;5.484848485;56;1086;1.424242424;4;282;17;2.535714286;11;71;0.117647059;1;2;6.964285714;43;195;0.882352941;1;15;1.107142857;12;31;0.107142857;2;3;0.762626263;4;151;105.2352941;327;1789;1.772727273;9;351;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;0.5;2;3;6.023809524;36;253;11.0952381;70;466;1.595238095;4;67;6;5.166666667;8;31;0;0;0;7;10;42;1;1;6;0.5;3;3;0;0;0;1.047619048;4;44;109.5;236;657;2.428571429;18;102;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.5;13;33;5.412162162;58;801;10.68918919;100;1582;1.716216216;5;254;6;3.35;26;67;0.166666667;1;1;7.4;34;148;0.833333333;1;5;2.65;21;53;0;0;0;0.709459459;3;105;361;854;2166;2.547297297;17;377;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1.6;5;24;5;45;710;9.528169014;71;1353;1.704225352;5;242;15;2.36;10;59;0;0;0;5.36;16;134;1;1;15;2.68;13;67;0.32;4;8;0.816901408;4;116;137.6666667;350;2065;2.211267606;9;314;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1.421052632;15;27;2.431279621;34;513;5.72985782;97;1209;1.3507109;7;285;19;3.52173913;23;81;0.421052632;1;8;8.391304348;34;193;0.578947368;1;11;0.956521739;8;22;0.739130435;12;17;0.881516588;4;186;104.2631579;641;1981;2.090047393;20;441;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;5.166666667;24;31;6.425;103;1285;13.2;140;2640;1.755;6;351;6;10.36363636;63;114;0.5;1;3;17.27272727;90;190;0.5;1;3;1.727272727;13;19;0.909090909;9;10;1.4;14;280;549.1666667;2632;3295;4.3;40;860;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;0.518518519;7;28;3.488207547;30;1479;7.233490566;76;3067;1.610849057;6;683;54;2.257575758;12;149;0.092592593;1;5;5.333333333;42;352;0.907407407;1;49;1.121212121;28;74;1.090909091;30;72;1.153301887;6;489;86.57407407;540;4675;2.596698113;21;1101;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1.5;6;18;6.284671533;41;861;13.2919708;92;1821;2.109489051;8;289;12;4.466666667;14;67;0;0;0;8.666666667;31;130;1;1;12;1.4;9;21;0.466666667;2;7;1.02189781;5;140;194.3333333;754;2332;3.832116788;30;525;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.714285714;26;114;6.761904762;57;284;1.333333333;5;56;5;2.4;7;12;0.2;1;1;5.8;14;29;0.8;1;4;2.4;7;12;2.6;13;13;1.619047619;7;68;84;279;420;2.571428571;25;108;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;0.769230769;7;10;2.185430464;34;330;6.417218543;68;969;1.430463576;6;216;13;2.444444444;13;44;0.461538462;1;6;8.333333333;24;150;0.538461538;1;7;0.666666667;10;12;0.055555556;1;1;1.105960265;6;167;108.4615385;416;1410;2.642384106;23;399;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;6;11;12;14.5;26;29;2;3;4;1;0;0;0;0;0;0;1;1;1;1;1;1;4;4;4;1;1;1;1;1;2;48;48;48;6.5;11;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;11;11;11;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;11;11;11;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;11;11;11;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;11;11;11;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;11;11;11;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0.076923077;1;1;5.467741935;28;339;11.69354839;47;725;2.080645161;5;129;13;1;4;13;0.076923077;1;1;3.769230769;9;49;0.923076923;1;12;1.615384615;5;21;1;10;13;1.080645161;3;67;77.15384615;199;1003;3.661290323;12;227;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;0.166666667;1;1;4.627118644;19;273;7.796610169;34;460;2.118644068;8;125;6;0.75;2;6;0.5;1;3;3.25;10;26;0.5;1;3;2.25;8;18;4.125;23;33;0.813559322;4;48;112.8333333;383;677;2.644067797;12;156;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;0;0;0;3.705882353;37;126;8.794117647;83;299;1.205882353;7;41;5;0;0;0;0.6;1;3;6.6;14;33;0.4;1;2;3;15;15;0.2;1;1;1.382352941;5;47;83.2;328;416;3.176470588;25;108;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0;0;0;1.867647059;22;127;5.397058824;54;367;1.338235294;4;91;10;1.25;8;15;0;0;0;4;10;48;1;1;10;1.166666667;8;14;1.666666667;8;20;1.985294118;5;135;67.9;249;679;2.5;19;170;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;9;9;9;0;0;0;0;0;0;0;0;0;2.222222222;3;20;18;18;18;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.25;1;2;2.166666667;7;130;10.61666667;47;637;2.216666667;5;133;8;4.25;10;34;0;0;0;7.5;12;60;1;1;8;0.25;1;2;0;0;0;1;4;60;107.625;182;861;3.9;16;234;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;0.285714286;3;4;3.141843972;30;443;4.787234043;50;675;1.234042553;7;174;14;1.142857143;6;16;0.357142857;1;5;8.357142857;38;117;0.642857143;1;9;1.357142857;8;19;1.714285714;17;24;0.943262411;5;133;83.21428571;401;1165;1.687943262;26;238;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;6.426666667;45;964;8.473333333;61;1271;1.56;6;234;15;2.125;9;34;0.133333333;1;2;7.875;30;126;0.866666667;1;13;7.3125;68;117;1.5;15;24;1.213333333;4;182;122;433;1830;2.406666667;17;361;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;4.269230769;18;222;5.403846154;21;281;1.192307692;3;62;6;4;9;24;0.166666667;1;1;8.666666667;31;52;0.833333333;1;5;0.166666667;1;1;0;0;0;2.326923077;8;121;72.16666667;271;433;1.403846154;5;73;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.184210526;16;83;3.578947368;22;136;1.289473684;3;49;3;5.333333333;10;16;0;0;0;12.66666667;19;38;1;1;3;0;0;0;0;0;0;0.842105263;2;32;85.66666667;169;257;1.552631579;6;59;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;0;0;0;5.546666667;67;832;8.653333333;101;1298;1.773333333;8;266;23;0.739130435;4;17;0;0;0;5.608695652;29;129;1;1;23;0.217391304;2;5;0.913043478;9;21;0.973333333;4;146;85.7826087;374;1973;2.726666667;21;409;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;0;0;0;2.976744186;43;640;5.544186047;86;1192;1.43255814;7;308;21;1.181818182;7;26;0.428571429;1;9;6.227272727;23;137;0.571428571;1;12;3.409090909;43;75;3.545454545;75;78;0.879069767;4;189;89.76190476;948;1885;1.939534884;23;417;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;0;0;0;4.078947368;40;310;6.105263158;57;464;1.578947368;6;120;7;1.142857143;2;8;0.142857143;1;1;10.14285714;14;71;0.857142857;1;6;0.285714286;1;2;0.714285714;3;5;0.684210526;2;52;111.2857143;270;779;2.065789474;14;157;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;0;0;0;0.086206897;2;25;0.127586207;1;37;62;0.048387097;1;3;0.725806452;1;45;4.677419355;41;290;0.274193548;1;17;0.274193548;7;17;0;0;0;0.403448276;4;117;9.064516129;55;562;0.127586207;1;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0.027777778;1;1;0.277777778;3;10;0.166666667;1;6;7;0.166666667;1;2;0.714285714;1;5;3;7;36;0.285714286;1;2;0;0;0;0;0;0;0.583333333;2;21;14;39;98;0.166666667;1;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;1;1;20;1.45;4;29;0;0;0;0;0;0;0;0;0;0.034482759;1;1;5.8;11;116;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;0;0;0;0.012345679;1;1;0.049382716;1;4;18;0;0;0;0.888888889;1;16;4.5;27;81;0.111111111;1;2;0.444444444;5;8;0;0;0;0.641975309;3;52;9.722222222;35;175;0.049382716;1;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0;0;0;1;6;6;2.833333333;17;17;1;3;6;3;0;0;0;0.333333333;1;1;1.666666667;2;5;0.666666667;1;2;0.333333333;1;1;0.333333333;1;1;0.333333333;1;2;12;26;36;1.5;6;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0;0;0;1.1875;18;19;0.125;1;2;6;0;0;0;0.833333333;1;5;2.666666667;5;16;0.166666667;1;1;0.5;3;3;0;0;0;0.5;2;8;7.5;11;45;0.125;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;0;0;0;3.812292359;72;2295;6.410299003;94;3859;1.420265781;6;855;45;2.276595745;35;107;0;0;0;11.46808511;76;539;1;1;45;1.382978723;12;65;1.340425532;13;63;0.843853821;8;508;128.9777778;737;5804;2.300664452;26;1385;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0;0;0;2.213675214;29;259;3.632478632;24;425;1.136752137;3;133;11;2.625;7;42;0;0;0;7.25;14;116;1;1;11;0.5625;3;9;0.0625;1;1;0.632478632;6;74;75.18181818;200;827;1.41025641;7;165;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;1.674418605;22;144;3.38372093;54;291;1.104651163;4;95;21;0.761904762;3;16;0;0;0;3.19047619;22;67;1;1;21;1.761904762;21;37;0.904761905;3;19;1.220930233;3;105;35.19047619;139;739;1.546511628;17;133;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;1.615384615;21;126;3.525641026;38;275;1.217948718;6;95;19;0.368421053;3;7;0;0;0;3.368421053;14;64;1;1;19;9.894736842;102;188;0.736842105;3;14;0.538461538;2;42;38;183;722;1.782051282;16;139;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;0;0;0;2.686440678;58;317;4.491525424;69;530;1.118644068;4;132;18;1.15;14;23;0;0;0;5.5;35;110;1;1;18;2;24;40;0.4;6;8;0.593220339;3;70;56.5;438;1017;1.991525424;22;235;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;3.648148148;28;197;5.277777778;32;285;1.296296296;4;70;4;2;4;8;0;0;0;12.25;35;49;1;1;4;1.75;3;7;1.25;3;5;1.462962963;3;79;110.25;260;441;1.703703704;7;92;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;0.037037037;1;1;0.162790698;11;28;0.389534884;18;67;0.174418605;5;30;27;0;0;0;0.962962963;1;26;5.740740741;29;155;0.037037037;1;1;0.259259259;3;7;0.62962963;17;17;0.988372093;13;170;15.07407407;132;407;0.180232558;6;31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;0;0;0;0;0;0;0.076923077;1;2;0.115384615;1;3;7;0;0;0;0.857142857;1;6;3.428571429;7;24;0.142857143;1;1;0;0;0;0.285714286;2;2;1.423076923;6;37;10.57142857;16;74;0.115384615;1;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;0;0;0;3.416666667;30;164;8.4375;66;405;1.791666667;6;86;4;3.4;8;17;0.25;1;1;8.4;17;42;0.75;1;3;1.2;5;6;1.2;6;6;1.375;5;66;145.5;251;582;3.333333333;22;160;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
