pre;ACD_avg;ACD_max;ACD_sum;FOUT_avg;FOUT_max;FOUT_sum;MLOC_avg;MLOC_max;MLOC_sum;NBD_avg;NBD_max;NBD_sum;NOCU;NOF_avg;NOF_max;NOF_sum;NOI_avg;NOI_max;NOI_sum;NOM_avg;NOM_max;NOM_sum;NOT_avg;NOT_max;NOT_sum;NSF_avg;NSF_max;NSF_sum;NSM_avg;NSM_max;NSM_sum;PAR_avg;PAR_max;PAR_sum;TLOC_avg;TLOC_max;TLOC_sum;VG_avg;VG_max;VG_sum;post;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0.052631579;1;1;3.672782875;133;1201;5.571865443;214;1822;1.214067278;6;397;19;6.157894737;31;117;0;0;0;17.15789474;66;326;1;1;19;2.789473684;29;53;0.052631579;1;1;0.694189602;4;227;146.9473684;872;2792;2.266055046;57;741;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0.078431373;2;4;6.993877551;56;3427;12.50612245;86;6128;2.175510204;8;1066;51;1.754385965;8;100;0.058823529;1;3;6.912280702;37;394;0.941176471;1;48;2.333333333;40;133;1.666666667;23;95;1.053061224;6;516;154.372549;795;7873;4.1;28;2009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;0;0;3.117117117;20;346;5.504504505;33;611;1.441441441;3;160;9;5.8;12;58;0;0;0;11.1;22;111;1;1;9;2.1;7;21;0;0;0;0.810810811;4;90;114.8888889;185;1034;2.243243243;9;249;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;3.833333333;32;230;7.25;43;435;1.783333333;8;107;5;5.4;13;27;0;0;0;12;27;60;1;1;5;0.6;2;3;0;0;0;0.616666667;4;37;127;285;635;2.683333333;13;161;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0.028901734;2;5;0.080924855;11;14;0.028901734;2;5;8;5.625;45;45;0.875;1;7;21.125;127;169;0.125;1;1;1.25;8;10;0.5;4;4;0.878612717;4;152;40.25;139;322;0.040462428;4;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.071428571;1;1;3.645933014;34;762;5.411483254;50;1131;1.33492823;7;279;14;0.933333333;3;14;0;0;0;12.6;60;189;1;1;14;0.333333333;3;5;1.333333333;16;20;1.354066986;4;283;129.7142857;715;1816;1.679425837;11;351;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.387096774;2;12;4.647321429;57;1041;7.450892857;86;1669;1.526785714;7;342;31;0.303030303;3;10;0.032258065;1;1;4.666666667;18;154;0.967741935;1;30;0.696969697;4;23;2.121212121;56;70;1.03125;5;231;76.35483871;811;2367;2.433035714;22;545;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.083333333;1;1;3.065934066;38;558;6.989010989;60;1272;1.686813187;6;307;12;3.95;26;79;0.333333333;1;4;9.1;47;182;0.666666667;1;8;2.25;40;45;0;0;0;0.807692308;6;147;156.6666667;801;1880;2.395604396;14;436;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;6.735849057;51;357;14.37735849;108;762;1.716981132;7;91;10;1.090909091;4;12;0;0;0;4.454545455;10;49;1;1;10;0.090909091;1;1;0.363636364;2;4;1.905660377;12;101;103;453;1030;3.962264151;30;210;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;1.659793814;19;483;2.762886598;41;804;1.113402062;4;324;34;5.833333333;63;210;0.176470588;1;6;7.75;133;279;0.823529412;1;28;1.444444444;45;52;0.333333333;4;12;0.666666667;3;194;55.32352941;553;1881;1.378006873;8;401;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.253968254;28;142;3.428571429;33;216;1.142857143;3;72;11;1.090909091;3;12;0;0;0;5.181818182;16;57;1;1;11;1.090909091;7;12;0.545454545;6;6;0.698412698;3;44;39.09090909;87;430;1.428571429;7;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;6.5;15;78;12.66666667;24;152;2.25;4;27;2;0;0;0;0;0;0;1;1;2;1;1;2;1;2;2;5;5;10;1;2;12;121;140;242;4;12;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;3.75;10;15;4.914893617;41;231;10.12765957;67;476;1.361702128;3;64;4;5.666666667;12;34;0;0;0;7.833333333;23;47;1;1;4;6;29;36;0;0;0;0.510638298;3;24;171;251;684;2.127659574;9;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.466666667;3;7;4.139705882;41;563;7.411764706;70;1008;1.698529412;5;231;15;1.285714286;6;27;0.4;1;6;6.285714286;32;132;0.6;1;9;3.523809524;29;74;0.19047619;2;4;0.897058824;4;122;108.4666667;417;1627;2.573529412;18;350;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1;3;3;6.962962963;28;188;9.888888889;34;267;1.666666667;4;45;3;0;0;0;0;0;0;8;16;24;1;1;3;2;4;6;1;3;3;0.925925926;4;25;131.6666667;273;395;2.518518519;10;68;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1.444444444;11;13;3.591304348;35;413;5.660869565;85;651;1.260869565;3;145;9;2.5;15;30;0.111111111;1;1;8.333333333;42;100;0.888888889;1;8;0.833333333;6;10;0.916666667;6;11;1.008695652;6;116;115.6666667;462;1041;1.773913043;17;204;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;3.380952381;11;71;5.523809524;19;116;1.619047619;6;34;6;0.714285714;5;5;0;0;0;2.714285714;11;19;1;1;6;0.285714286;2;2;0.285714286;2;2;1.380952381;4;29;38.16666667;147;229;2.238095238;8;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0.15;2;3;7.969230769;90;2590;14.46153846;278;4700;1.778461538;6;578;20;2.2;10;55;0.1;1;2;12.32;52;308;0.9;1;18;7.36;87;184;0.68;7;17;1.049230769;7;341;288.05;1507;5761;4.843076923;57;1574;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;0.15;2;3;4.438596491;33;1012;7.894736842;68;1800;1.714912281;5;391;20;2;10;40;0;0;0;6.05;21;121;1;1;20;4.7;54;94;5.35;55;107;1.078947368;5;246;126.65;836;2533;2.671052632;18;609;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;0;0;0;1.653739612;43;597;3.551246537;67;1282;0.947368421;5;342;31;1.117647059;7;38;0.548387097;1;17;9.852941176;46;335;0.451612903;1;14;1.264705882;10;43;0.764705882;20;26;0.742382271;5;268;67.38709677;560;2089;1.584487535;18;572;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0;0;0;1;10;143;2.454545455;22;351;1.104895105;4;158;13;3.615384615;9;47;0;0;0;11;21;143;1;1;13;1;5;13;0;0;0;0.440559441;2;63;57.23076923;195;744;1.475524476;9;211;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;0.15;2;3;4.226027397;65;617;6.883561644;71;1005;1.773972603;5;259;20;0.857142857;4;18;0.15;1;3;5.047619048;20;106;0.85;1;17;3.476190476;30;73;1.904761905;23;40;0.897260274;4;131;83;405;1660;2.397260274;21;350;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;0.192982456;2;11;3.189710611;25;992;4.405144695;44;1370;1.540192926;6;479;57;0.610169492;7;36;0;0;0;5.152542373;25;304;1;1;57;0.050847458;2;3;0.118644068;5;7;0.691318328;5;215;45.43859649;184;2590;1.758842444;11;547;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;0.772727273;6;17;4.401534527;54;1721;6.329923274;88;2475;1.698209719;7;664;22;2.655172414;22;77;0;0;0;13.27586207;107;385;1.045454545;2;23;1.137931034;14;33;0.206896552;2;6;0.585677749;4;229;172.4090909;1109;3793;2.099744246;17;821;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;0.666666667;3;10;5.25;50;777;7.297297297;85;1080;1.662162162;7;246;15;2.380952381;17;50;0.066666667;1;1;6.714285714;33;141;0.933333333;1;14;1.523809524;25;32;0.19047619;2;4;0.72972973;6;108;115.8666667;421;1738;2.074324324;15;307;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;0.2;1;1;2.28125;8;73;2.71875;14;87;1.40625;4;45;5;0.8;2;4;0.2;1;1;6.2;20;31;0.8;1;4;0.4;2;2;0.2;1;1;0.5;1;16;38.2;115;191;1.4375;4;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.75;3;3;5.65;22;113;7.35;37;147;1.9;6;38;4;0.5;1;2;0;0;0;5;9;20;1;1;4;0;0;0;0;0;0;1.15;4;23;59;79;236;1.9;7;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;0.578947368;4;11;4.715025907;52;910;7.393782383;90;1427;1.917098446;8;370;19;2.708333333;23;65;0;0;0;8;36;192;1;1;19;0.291666667;2;7;0.041666667;1;1;0.849740933;4;164;115.7894737;608;2200;2.388601036;18;461;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1;3;3;5.736842105;21;109;7.315789474;24;139;2.157894737;6;41;3;0;0;0;0;0;0;6.333333333;9;19;1;1;3;0;0;0;0;0;0;0.842105263;2;16;73.66666667;98;221;2.368421053;7;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;1.666666667;5;10;5.355769231;28;557;10.18269231;57;1059;2.25;9;234;6;3.25;15;26;0;0;0;12.75;53;102;1;1;6;0.25;2;2;0.25;2;2;0.865384615;4;90;245;870;1470;3.317307692;20;345;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1.166666667;7;7;4.239316239;74;496;5.58974359;44;654;1.700854701;6;199;6;3.375;18;27;0;0;0;14.625;52;117;1;1;6;0.625;5;5;0;0;0;0.717948718;3;84;178.3333333;733;1070;1.982905983;11;232;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;0.642857143;4;9;2.793577982;111;609;4.02293578;117;877;1.26146789;10;275;14;1.611111111;13;29;0.642857143;1;9;11.05555556;53;199;0.357142857;1;5;6.611111111;108;119;1;18;18;0.798165138;4;174;117.3571429;598;1643;1.449541284;12;316;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;0.285714286;1;2;3.051724138;20;177;3.982758621;22;231;1.482758621;4;86;7;1.285714286;4;9;0;0;0;8.285714286;23;58;1;1;7;0;0;0;0;0;0;0.689655172;3;40;65.14285714;177;456;1.568965517;6;91;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0;0;0;0.884615385;14;23;2.230769231;35;58;0.653846154;7;17;6;1.166666667;5;7;0.666666667;1;4;4.333333333;6;26;0.333333333;1;2;0;0;0;0;0;0;0.769230769;5;20;24;68;144;0.884615385;11;23;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0.333333333;1;1;5.368421053;22;102;9.894736842;37;188;1.947368421;5;37;3;3.333333333;5;10;0.333333333;1;1;6.333333333;15;19;0.666666667;1;2;3.333333333;8;10;0;0;0;0.894736842;3;17;99.66666667;207;299;2.263157895;8;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;3.222222222;8;29;7.121019108;74;1118;10.91719745;128;1714;1.815286624;5;285;9;7.333333333;15;66;0;0;0;17.44444444;34;157;1;1;9;1.222222222;3;11;0;0;0;0.605095541;2;95;270.1111111;449;2431;2.375796178;12;373;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;0.958333333;12;46;6.148796499;120;2810;9.551422319;126;4365;1.905908096;7;871;48;1.859649123;18;106;0.0625;1;3;6.771929825;60;386;0.9375;1;45;3.350877193;88;191;1.245614035;15;71;1.076586433;7;492;134.1875;1279;6441;2.822757112;36;1290;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;0.505747126;11;44;4.542372881;59;2948;7.408320493;98;4808;1.884437596;11;1223;87;1.435643564;14;145;0;0;0;6.306930693;50;637;1;1;87;0.356435644;17;36;0.099009901;3;10;0.875192604;9;568;88.86206897;649;7731;2.379044684;23;1544;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0;0;0;4.085714286;25;143;10.91428571;57;382;2.028571429;8;71;7;2;8;16;0;0;0;4.25;10;34;1;1;7;0.375;2;3;0.125;1;1;1.028571429;5;36;77.14285714;251;540;3.914285714;23;137;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0.363636364;4;4;5.065934066;53;461;7.351648352;50;669;1.703296703;5;155;11;1.916666667;11;23;0.090909091;1;1;7.5;32;90;0.909090909;1;10;0.166666667;2;2;0.083333333;1;1;0.857142857;3;78;97.27272727;445;1070;2.274725275;13;207;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;1;12;42;5.680921053;69;1727;9.358552632;117;2845;1.884868421;7;573;42;1.956521739;12;90;0.047619048;1;2;6.152173913;32;283;0.952380952;1;40;0.217391304;2;10;0.456521739;9;21;0.924342105;6;281;103.0714286;611;4329;2.496710526;19;759;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0.0625;1;1;3.327433628;40;376;6.902654867;49;780;1.769911504;6;200;16;1.47826087;6;34;0;0;0;4.826086957;25;111;1;1;16;0.434782609;3;10;0.086956522;1;2;0.920353982;4;104;76.125;253;1218;2.451327434;15;277;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;0.823529412;10;14;5.405555556;45;973;8.566666667;71;1542;1.95;10;351;17;2.9;17;58;0.058823529;1;1;8.2;65;164;0.941176471;1;16;0.5;4;10;0.8;8;16;0.705555556;4;127;136.4117647;975;2319;2.5;22;450;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0.777777778;5;7;5.116883117;34;394;11.84415584;88;912;1.701298701;6;131;9;2;10;28;0.222222222;1;2;5.071428571;25;71;0.777777778;1;7;3.928571429;29;55;0.428571429;4;6;0.649350649;3;50;135.8888889;366;1223;3.116883117;20;240;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.222222222;1;2;2.808988764;13;250;4.887640449;25;435;1.460674157;4;130;9;1.5;8;15;0;0;0;5.5;16;55;1;1;9;10.2;89;102;3.4;22;34;0.764044944;3;68;91.22222222;329;821;1.775280899;6;158;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1.730769231;13;45;6.457446809;80;1821;11.5035461;168;3244;1.758865248;6;496;26;3.65625;32;117;0.038461538;1;1;7.21875;41;231;0.961538462;1;25;5.125;55;164;1.59375;41;51;1.035460993;5;292;178.2692308;1213;4635;2.556737589;26;721;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.296296296;2;8;1.657342657;22;474;3.667832168;44;1049;1.318181818;5;377;27;1.857142857;6;52;0.222222222;1;6;9.464285714;56;265;0.777777778;1;21;0.5;5;14;0.75;15;21;0.783216783;5;224;70.74074074;242;1910;1.562937063;10;447;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;0.314814815;4;17;0.907407407;3;49;0.833333333;1;45;15;0.266666667;4;4;0.066666667;1;1;3.6;20;54;0.933333333;1;14;0;0;0;0;0;0;0.722222222;2;39;16.2;73;243;0.833333333;1;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;2.613636364;32;230;6.772727273;86;596;1.488636364;5;131;11;2.727272727;11;30;0;0;0;7.545454545;19;83;1;1;11;1.909090909;10;21;0.454545455;5;5;1.034090909;3;91;85;240;935;2.681818182;18;236;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1.333333333;3;4;5.766666667;32;173;8.1;56;243;1.5;4;45;3;2.333333333;6;7;0;0;0;6.333333333;12;19;1;1;3;10.33333333;22;31;3.666666667;6;11;0.633333333;2;19;136;252;408;1.533333333;5;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
